,name,description,homepage,github_id,image,category,show,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,projectrank_placing,commit_count,github_release_downloads,monthly_downloads,trending,updated_github_id
15,the-gan-zoo,hindupuravinash the-gan-zoo.,https://github.com/hindupuravinash/the-gan-zoo,hindupuravinash/the-gan-zoo,./screenshots/the-gan-zoo.jpeg,生成对抗网络GAN,True,https://github.com/hindupuravinash/the-gan-zoo,MIT,2017-04-14 16:45:24,2022-04-29 02:21:15,2018-09-30 20:02:46,2332,16.0,16.0,12226,,,,,,23.0,18,2,175.0,,,,
16,PyTorch-GAN,eriklindernoren PyTorch-GAN.,https://github.com/eriklindernoren/PyTorch-GAN,eriklindernoren/PyTorch-GAN,./screenshots/PyTorch-GAN.png,生成对抗网络GAN,True,https://github.com/eriklindernoren/PyTorch-GAN,MIT,2018-04-21 13:06:40,2022-04-13 02:33:51,2021-01-06 16:32:26,3364,94.0,45.0,12151,,,,,,10.0,17,2,193.0,,,,
17,nni,microsoft nni.,https://github.com/microsoft/nni,microsoft/nni,./screenshots/nni.png,模型压缩与优化,True,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44,2022-06-06 08:34:48,2022-06-06 08:34:48,1598,286.0,1333.0,11538,2022-04-18 13:06:42,2.7,35.0,231.0,231.0,171.0,26,1,2708.0,,,,
18,libfacedetection,ShiqiYu libfacedetection.,https://github.com/ShiqiYu/libfacedetection,ShiqiYu/libfacedetection,./screenshots/libfacedetection.png,人脸检测与识别,True,https://github.com/ShiqiYu/libfacedetection,,2015-01-20 07:47:20,2022-05-16 04:58:20,2021-11-20 16:12:16,2896,37.0,256.0,11075,2021-09-24 16:29:39,3.0,2.0,,,23.0,17,3,189.0,,,-1.0,
19,deep_learning_object_detection,hoya012 deep_learning_object_detection.,https://github.com/hoya012/deep_learning_object_detection,hoya012/deep_learning_object_detection,./screenshots/deep_learning_object_detection.png,目标检测,True,https://github.com/hoya012/deep_learning_object_detection,,2018-09-18 01:37:58,2021-11-17 07:19:22,2021-11-17 07:19:22,2759,4.0,23.0,10653,,,,,,9.0,13,3,144.0,,,-1.0,
20,ganhacks,soumith ganhacks.,https://github.com/soumith/ganhacks,soumith/ganhacks,./screenshots/ganhacks.png,生成对抗网络GAN,True,https://github.com/soumith/ganhacks,,2016-12-09 16:09:27,2022-01-09 06:29:17,2020-03-05 00:50:04,1611,49.0,15.0,10507,,,,,,3.0,12,3,6.0,,,,
21,Vision-Transformer,lucidrains vit-pytorch.,https://github.com/lucidrains/vit-pytorch,lucidrains/vit-pytorch,./screenshots/Vision-Transformer.png,图像分类,True,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24,2022-06-03 21:49:38,2022-05-04 03:24:14,1663,87.0,96.0,10313,2022-05-04 02:44:42,0.35.2,100.0,115.0,115.0,15.0,21,2,,,,2.0,
22,awesome-semantic-segmentation,awesome-semantic-segmentation.,https://github.com/mrgloom/awesome-semantic-segmentation,mrgloom/awesome-semantic-segmentation,./screenshots/awesome-semantic-segmentation.jpeg,图像分割,True,https://github.com/mrgloom/awesome-semantic-segmentation,,2015-10-03 10:07:34,2021-05-08 13:40:11,2021-03-08 14:36:09,2266,6.0,19.0,9295,,,,,,16.0,14,3,417.0,,,,
23,chineseocr_lite,DayBreak-u chineseocr_lite.,https://github.com/DayBreak-u/chineseocr_lite,DayBreak-u/chineseocr_lite,./screenshots/chineseocr_lite.png,OCR文字识别,True,https://github.com/DayBreak-u/chineseocr_lite,GPL-2.0,2020-02-27 10:01:29,2022-05-16 20:43:09,2022-02-16 12:21:31,1828,215.0,117.0,9111,,,,,,12.0,15,2,34.0,,,,
24,pix2pix,phillipi pix2pix.,https://github.com/phillipi/pix2pix,phillipi/pix2pix,./screenshots/pix2pix.jpeg,图图转换ImageTranslation,True,https://github.com/phillipi/pix2pix,,2016-11-16 22:48:50,2021-06-06 12:09:47,2020-08-05 01:16:42,1572,79.0,119.0,9009,,,,,,17.0,13,2,130.0,,,,
25,facebookresearch-detr,facebookresearch detr.,https://github.com/facebookresearch/detr,facebookresearch/detr,./screenshots/facebookresearch-detr.png,目标检测,True,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52,2022-05-02 00:55:51,2022-03-07 12:59:53,1559,158.0,270.0,8913,2020-06-29 16:41:01,0.2,1.0,,,25.0,17,3,42.0,,,,
26,Keras-GAN,eriklindernoren Keras-GAN.,https://github.com/eriklindernoren/Keras-GAN,eriklindernoren/Keras-GAN,./screenshots/Keras-GAN.png,生成对抗网络GAN,True,https://github.com/eriklindernoren/Keras-GAN,MIT,2017-07-11 16:24:53,2022-01-23 17:09:47,2021-01-06 16:32:52,3015,120.0,99.0,8676,,,,,,16.0,16,2,185.0,,,,
27,vid2vid,NVIDIA vid2vid.,https://github.com/NVIDIA/vid2vid,NVIDIA/vid2vid,./screenshots/vid2vid.gif,图图转换ImageTranslation,True,https://github.com/NVIDIA/vid2vid,,2018-08-14 23:27:15,2022-05-17 05:09:30,2019-07-03 21:49:56,1140,97.0,63.0,7993,,,,,,4.0,13,2,65.0,,,,
28,PaddleDetection,PaddleDetection.,https://github.com/PaddlePaddle/PaddleDetection,PaddlePaddle/PaddleDetection,./screenshots/PaddleDetection.jpeg,目标检测,True,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14,2022-06-06 12:15:17,2022-06-02 05:44:34,1959,725.0,2785.0,7826,2022-04-24 03:51:25,2.4.0,6.0,19.0,19.0,97.0,20,3,,,,,
29,carla,carla-simulator carla.,https://github.com/carla-simulator/carla,carla-simulator/carla,./screenshots/carla.jpeg,自动驾驶,True,https://github.com/carla-simulator/carla,,2017-10-24 09:06:23,2022-06-05 14:29:17,2021-11-19 11:13:47,2261,547.0,3317.0,7817,2021-11-16 19:51:12,0.9.13,24.0,185.0,185.0,138.0,21,2,5439.0,,,-3.0,
30,CenterNet,xingyizhou-CenterNet.,https://github.com/xingyizhou/CenterNet,xingyizhou/CenterNet,./screenshots/xingyizhou-CenterNet.jpeg,目标检测,True,https://github.com/xingyizhou/CenterNet,MIT,2019-04-16 18:39:13,2021-11-11 12:47:50,2020-06-22 00:53:44,1775,400.0,554.0,6433,,,,,,14.0,14,3,50.0,,,,
31,Ultra-Light-Fast-Generic-Face-Detector-1MB,Linzaer Ultra-Light-Fast-Generic-Face-Detector-1MB.,https://github.com/Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,./screenshots/Ultra-Light-Fast-Generic-Face-Detector-1MB.jpeg,人脸检测与识别,True,https://github.com/Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,MIT,2019-10-10 07:40:48,2022-02-10 06:24:50,2022-02-10 06:24:50,1435,111.0,140.0,6380,,,,,,16.0,15,3,189.0,,,,
32,UGATIT,taki0112 UGATIT.,https://github.com/taki0112/UGATIT,taki0112/UGATIT,./screenshots/UGATIT.png,图图转换ImageTranslation,True,https://github.com/taki0112/UGATIT,MIT,2019-07-26 00:33:54,2021-05-20 03:23:05,2020-01-16 10:15:30,985,51.0,62.0,6107,,,,,,3.0,13,2,50.0,,,,
33,PaddleGAN,PaddlePaddle PaddleGAN.,https://github.com/PaddlePaddle/PaddleGAN,PaddlePaddle/PaddleGAN,./screenshots/PaddleGAN.png,生成对抗网络GAN,True,https://github.com/PaddlePaddle/PaddleGAN,Apache-2.0,2020-06-18 10:56:01,2022-06-06 08:17:57,2022-06-06 08:17:57,934,170.0,56.0,5785,2022-01-04 07:14:10,2.1.0,3.0,,,43.0,19,1,224.0,,,,
34,U-2-Net,xuebinqin-U-2-Net.,https://github.com/xuebinqin/U-2-Net,xuebinqin/U-2-Net,./screenshots/xuebinqin-U-2-Net.png,目标检测,True,https://github.com/xuebinqin/U-2-Net,Apache-2.0,2020-05-04 17:10:28,2022-06-03 16:16:16,2022-06-03 16:16:16,995,160.0,108.0,5753,,,,,,13.0,15,3,269.0,,,,
35,srez,david-gpu srez.,https://github.com/david-gpu/srez,david-gpu/srez,./screenshots/srez.jpeg,图像超分辨率,True,https://github.com/david-gpu/srez,MIT,2016-08-26 22:22:09,2017-08-16 10:48:45,2016-10-18 02:29:50,656,,,5286,,,,,,4.0,13,3,22.0,,,,
36,facebookresearch-mmf,facebookresearch mmf.,https://github.com/facebookresearch/mmf,facebookresearch/mmf,./screenshots/facebookresearch-mmf.png,图文转换ImageCaptioning与视觉问答VQA,True,https://github.com/facebookresearch/mmf,,2018-06-27 04:52:40,2022-06-04 07:56:51,2022-06-04 07:55:21,824,186.0,429.0,4923,2019-08-26 19:04:21,0.3.1,2.0,12.0,12.0,102.0,16,1,,,,,
37,PaddleSeg,PaddlePaddle PaddleSeg.,https://github.com/PaddlePaddle/PaddleSeg,PaddlePaddle/PaddleSeg,./screenshots/PaddleSeg.gif,图像分割,True,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22,2022-06-06 12:01:25,2022-06-06 12:01:25,1057,558.0,565.0,4887,2022-04-20 07:59:21,2.5,15.0,570.0,570.0,78.0,20,2,,,,,
38,PandaOCR,miaomiaosoft PandaOCR.,https://github.com/miaomiaosoft/PandaOCR,miaomiaosoft/PandaOCR,./screenshots/PandaOCR.png,OCR文字识别,True,https://github.com/miaomiaosoft/PandaOCR,,2018-05-16 19:56:02,2022-03-16 06:23:03,2022-03-16 06:23:03,614,58.0,204.0,4347,2022-03-16 06:18:51,2.72,60.0,,,,15,2,265.0,3450.0,70.0,,
39,gans-awesome-applications,nashory gans-awesome-applications.,https://github.com/nashory/gans-awesome-applications,nashory/gans-awesome-applications,./screenshots/gans-awesome-applications.png,生成对抗网络GAN,True,https://github.com/nashory/gans-awesome-applications,,2017-10-12 03:19:02,2021-12-21 11:02:09,2020-10-12 06:53:28,727,11.0,2.0,4210,,,,,,6.0,11,3,33.0,,,,
40,ESRGAN,xinntao ESRGAN.,https://github.com/xinntao/ESRGAN,xinntao/ESRGAN,./screenshots/ESRGAN.png,图像超分辨率,True,https://github.com/xinntao/ESRGAN,Apache-2.0,2018-08-31 08:18:41,2022-03-20 12:25:58,2021-07-27 19:32:01,765,80.0,41.0,4209,,,,,,,13,3,61.0,,,,
41,openmmlab-mmsegmentation,openmmlab-mmsegmentation.,https://github.com/open-mmlab/mmsegmentation,open-mmlab/mmsegmentation,./screenshots/open-mmlab-mmsegmentation.png,图像分割,True,https://github.com/open-mmlab/mmsegmentation,Apache-2.0,2020-06-14 04:32:33,2022-06-06 10:14:15,2022-06-02 14:40:08,1172,111.0,888.0,3827,2022-06-02 14:50:20,0.25.0,25.0,108.0,108.0,103.0,23,1,475.0,,,,
42,microsoft-VoTT,microsoft VoTT.,https://github.com/microsoft/VoTT,microsoft/VoTT,./screenshots/microsoft-VoTT.png,目标检测,True,https://github.com/microsoft/VoTT,MIT,2016-12-29 13:32:23,2021-12-06 21:10:56,2021-12-06 21:10:56,755,233.0,241.0,3816,2020-06-02 23:16:17,2.2.0,21.0,,,21.0,20,3,556.0,117071.0,1858.0,,
43,tensorflow-generative-model-collections,hwalsuklee tensorflow-generative-model-collections.,https://github.com/hwalsuklee/tensorflow-generative-model-collections,hwalsuklee/tensorflow-generative-model-collections,./screenshots/tensorflow-generative-model-collections.png,生成对抗网络GAN,True,https://github.com/hwalsuklee/tensorflow-generative-model-collections,Apache-2.0,2017-08-24 14:24:02,2018-07-21 02:09:52,2018-03-23 00:34:56,825,19.0,8.0,3812,,,,,,6.0,13,3,76.0,,,,
44,image-super-resolution,idealo image-super-resolution.,https://github.com/idealo/image-super-resolution,idealo/image-super-resolution,./screenshots/image-super-resolution.jpeg,图像超分辨率,True,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13,2022-01-23 11:27:35,2021-06-02 09:45:13,623,89.0,109.0,3625,2020-01-08 15:35:45,2.2.0,1.0,84.0,84.0,10.0,18,2,150.0,,,,
45,TNN,Tencent TNN.,https://github.com/Tencent/TNN,Tencent/TNN,./screenshots/TNN.png,模型压缩与优化,True,https://github.com/Tencent/TNN,,2020-05-29 07:20:28,2022-06-06 04:23:27,2022-05-19 16:08:54,616,231.0,544.0,3526,2021-04-26 14:23:12,0.3.0,1.0,,,73.0,17,2,2382.0,1474.0,105.0,,
46,awesome-Face_Recognition,ChanChiChoi awesome-Face_Recognition.,https://github.com/ChanChiChoi/awesome-Face_Recognition,ChanChiChoi/awesome-Face_Recognition,./screenshots/awesome-Face_Recognition.jpeg,人脸检测与识别,True,https://github.com/ChanChiChoi/awesome-Face_Recognition,,2018-11-09 06:16:47,2022-05-30 09:51:45,2022-05-30 09:51:45,837,4.0,1.0,3519,,,,,,,12,3,140.0,,,,
47,PaddlePaddle-PaddleClas,PaddlePaddle PaddleClas.,https://github.com/PaddlePaddle/PaddleClas,PaddlePaddle/PaddleClas,./screenshots/PaddlePaddle-PaddleClas.png,图像分类,True,https://github.com/PaddlePaddle/PaddleClas,Apache-2.0,2020-03-30 04:27:42,2022-06-06 11:19:07,2022-06-06 02:54:33,778,91.0,492.0,3514,2022-02-07 11:04:22,2.3.1,6.0,8.0,8.0,53.0,18,2,,,,,
48,really-awesome-gan,nightrome really-awesome-gan.,https://github.com/nightrome/really-awesome-gan,nightrome/really-awesome-gan,./screenshots/really-awesome-gan.png,生成对抗网络GAN,True,https://github.com/nightrome/really-awesome-gan,,2017-04-03 14:49:43,2021-11-01 15:24:41,2021-11-01 15:24:40,675,,7.0,3465,,,,,,15.0,11,3,136.0,,,,
49,BasicSR,xinntao BasicSR.,https://github.com/xinntao/BasicSR,xinntao/BasicSR,./screenshots/BasicSR.png,图像超分辨率,True,https://github.com/XPixelGroup/BasicSR,Apache-2.0,2018-04-19 18:58:00,2022-05-23 08:17:00,2022-05-17 06:30:01,745,195.0,231.0,3387,2022-02-15 16:30:52,1.3.5,15.0,197.0,197.0,15.0,22,1,481.0,,,3.0,XPixelGroup/BasicSR
50,TuSimple-simpledet,TuSimple simpledet.,https://github.com/TuSimple/simpledet,TuSimple/simpledet,./screenshots/TuSimple-simpledet.png,目标检测,True,https://github.com/TuSimple/simpledet,Apache-2.0,2019-01-29 08:28:55,2021-09-23 02:57:09,2021-09-23 02:57:09,476,43.0,213.0,3013,,,,,,18.0,13,3,139.0,,,,
51,deep-text-recognition-benchmark,clovaai deep-text-recognition-benchmark.,https://github.com/clovaai/deep-text-recognition-benchmark,clovaai/deep-text-recognition-benchmark,./screenshots/chinese_ocr.jpeg,OCR文字识别,True,https://github.com/clovaai/deep-text-recognition-benchmark,Apache-2.0,2019-04-03 07:24:05,2022-05-11 01:17:44,2020-12-11 03:12:52,904,164.0,149.0,2909,,,,,,13.0,14,3,146.0,,,,
52,facenet-pytorch,timesler facenet-pytorch.,https://github.com/timesler/facenet-pytorch,timesler/facenet-pytorch,./screenshots/facenet-pytorch.gif,人脸检测与识别,True,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24,2021-12-13 14:59:32,2021-12-13 12:07:11,626,58.0,90.0,2898,2020-09-07 23:53:20,2.4.1,6.0,784.0,784.0,14.0,24,1,235.0,307327.0,9913.0,,
53,srgan,tensorlayer srgan.,https://github.com/tensorlayer/srgan,tensorlayer/srgan,./screenshots/srgan.jpeg,图像超分辨率,True,https://github.com/tensorlayer/srgan,,2017-04-20 17:08:27,2022-04-29 08:06:31,2022-04-29 08:06:22,762,129.0,101.0,2750,2019-07-28 14:45:22,1.4.1,9.0,,,9.0,15,2,128.0,4769.0,79.0,,
54,PocketFlow,Tencent PocketFlow.,https://github.com/Tencent/PocketFlow,Tencent/PocketFlow,./screenshots/PocketFlow.png,模型压缩与优化,True,https://github.com/Tencent/PocketFlow,,2018-10-31 07:45:21,2021-01-15 22:06:42,2019-05-28 02:57:14,493,72.0,202.0,2711,,,,,,11.0,12,3,214.0,,,,
55,CHINESE-OCR,xiaofengShi CHINESE-OCR.,https://github.com/xiaofengShi/CHINESE-OCR,xiaofengShi/CHINESE-OCR,./screenshots/CHINESE-OCR.png,OCR文字识别,True,https://github.com/xiaofengShi/CHINESE-OCR,,2018-04-14 14:32:16,2019-08-13 03:48:30,2019-07-06 08:11:15,943,149.0,20.0,2676,,,,,,2.0,10,3,25.0,,,,
56,chinese_ocr,YCG09 chinese_ocr.,https://github.com/YCG09/chinese_ocr,YCG09/chinese_ocr,./screenshots/chinese_ocr.png,OCR文字识别,True,https://github.com/YCG09/chinese_ocr,Apache-2.0,2018-03-16 06:52:08,2019-10-08 03:48:03,2019-10-08 03:48:28,1053,261.0,109.0,2534,,,,,,,12,3,13.0,,,,
57,pixel2style2pixel,eladrich pixel2style2pixel.,https://github.com/eladrich/pixel2style2pixel,eladrich/pixel2style2pixel,./screenshots/pixel2style2pixel.png,图图转换ImageTranslation,True,https://github.com/eladrich/pixel2style2pixel,MIT,2020-10-01 11:01:03,2022-02-23 16:55:50,2022-02-23 16:55:50,426,2.0,266.0,2520,,,,,,5.0,13,2,56.0,,,,
58,image-segmentation-keras,divamgupta image-segmentation-keras.,https://github.com/divamgupta/image-segmentation-keras,divamgupta/image-segmentation-keras,./screenshots/image-segmentation-keras.png,图像分割,True,https://github.com/divamgupta/image-segmentation-keras,MIT,2017-03-20 20:48:54,2022-05-26 06:11:48,2022-05-26 06:11:48,1011,136.0,191.0,2480,,,1.0,,,18.0,16,2,248.0,1326.0,34.0,,
59,NVlabs-MUNIT,NVlabs MUNIT.,https://github.com/NVlabs/MUNIT,NVlabs/MUNIT,./screenshots/NVlabs-MUNIT.jpeg,图图转换ImageTranslation,True,https://github.com/NVlabs/MUNIT,,2018-03-30 21:56:14,2021-11-11 23:45:33,2021-11-11 23:45:33,468,56.0,42.0,2466,,,1.0,,,5.0,11,3,87.0,,,,
60,captcha_trainer,kerlomz captcha_trainer.,https://github.com/kerlomz/captcha_trainer,kerlomz/captcha_trainer,./screenshots/captcha_trainer.png,OCR文字识别,True,https://github.com/kerlomz/captcha_trainer,Apache-2.0,2018-08-17 06:17:47,2022-03-09 07:49:17,2021-11-07 17:35:13,705,51.0,36.0,2410,,,,,,4.0,14,3,199.0,,,,
61,captcha_break,ypwhs captcha_break.,https://github.com/ypwhs/captcha_break,ypwhs/captcha_break,./screenshots/captcha_break.png,OCR文字识别,True,https://github.com/ypwhs/captcha_break,MIT,2017-02-21 14:04:20,2022-02-25 08:48:08,2020-01-10 13:03:53,623,48.0,18.0,2388,2019-06-18 13:05:05,2.0,2.0,,,2.0,12,3,12.0,517.0,14.0,,
62,pytorch-generative-model-collections,znxlwm pytorch-generative-model-collections.,https://github.com/znxlwm/pytorch-generative-model-collections,znxlwm/pytorch-generative-model-collections,./screenshots/pytorch-generative-model-collections.png,生成对抗网络GAN,True,https://github.com/znxlwm/pytorch-generative-model-collections,,2017-08-31 03:58:25,2020-04-12 11:55:29,2018-06-12 09:57:00,512,24.0,5.0,2363,,,,,,2.0,10,3,87.0,,,,
63,UGATIT-pytorch,znxlwm UGATIT-pytorch.,https://github.com/znxlwm/UGATIT-pytorch,znxlwm/UGATIT-pytorch,./screenshots/UGATIT-pytorch.jpeg,图图转换ImageTranslation,True,https://github.com/znxlwm/UGATIT-pytorch,MIT,2019-07-29 07:44:56,2022-03-16 15:36:16,2019-10-15 02:58:17,462,47.0,22.0,2338,,,,,,2.0,11,3,17.0,,,,
64,open-mmlab-mmtracking,PaddleDetection.,https://github.com/open-mmlab/mmtracking,open-mmlab/mmtracking,./screenshots/open-mmlab-mmtracking.gif,目标检测,True,https://github.com/open-mmlab/mmtracking,Apache-2.0,2020-08-29 06:16:56,2022-06-04 01:42:26,2022-06-01 10:14:38,359,97.0,141.0,2311,2022-04-29 13:09:41,0.13.0,12.0,168.0,168.0,27.0,22,2,279.0,,,,
65,ctrip-OCR,ctripcorp C-OCR.,https://github.com/ctripcorp/C-OCR,ctripcorp/C-OCR,./screenshots/C-OCR.png,OCR文字识别,True,https://github.com/ctripcorp/C-OCR,,2019-04-11 06:07:08,2019-05-08 09:56:50,2019-05-08 09:56:49,574,15.0,2.0,2225,,,,,,,10,3,11.0,,,,
66,awesome-image-classification,weiaicunzai awesome-image-classification.,https://github.com/weiaicunzai/awesome-image-classification,weiaicunzai/awesome-image-classification,./screenshots/awesome-image-classification.png,图像分类,True,https://github.com/weiaicunzai/awesome-image-classification,,2012-05-23 14:07:04,2022-04-20 15:52:51,2022-04-20 09:49:35,530,1.0,,2196,,,,,,2.0,11,3,57.0,,,,
67,AutonomousDrivingCookbook,microsoft AutonomousDrivingCookbook.,https://github.com/microsoft/AutonomousDrivingCookbook,microsoft/AutonomousDrivingCookbook,./screenshots/AutonomousDrivingCookbook.jpeg,自动驾驶,True,https://github.com/microsoft/AutonomousDrivingCookbook,MIT,2017-11-30 20:51:02,2019-03-15 04:17:31,2018-08-24 17:12:26,498,31.0,87.0,2011,,,,,,5.0,13,3,46.0,,,,
