,name,description,homepage,github_id,image,category,show,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,projectrank_placing,github_release_downloads,monthly_downloads,trending,dependent_project_count,github_dependent_project_count
32,Vision-Transformer,lucidrains vit-pytorch.,https://github.com/lucidrains/vit-pytorch,lucidrains/vit-pytorch,./screenshots/Vision-Transformer.png,图像分类,True,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24,2021-07-08 17:15:29,2021-07-08 17:15:07,662,54.0,67.0,5136,,2021-07-08 17:15:29,0.20.1,85.0,10.0,18,2,,,,28.0,28.0
33,U-2-Net,xuebinqin-U-2-Net.,https://github.com/xuebinqin/U-2-Net,xuebinqin/U-2-Net,./screenshots/xuebinqin-U-2-Net.png,目标检测,True,https://github.com/xuebinqin/U-2-Net,Apache-2.0,2020-05-04 17:10:28,2021-07-26 09:03:06,2021-07-16 08:50:16,757,105.0,95.0,4668,205.0,,,,13.0,15,3,,,,,
34,facebookresearch-mmf,facebookresearch mmf.,https://github.com/facebookresearch/mmf,facebookresearch/mmf,./screenshots/facebookresearch-mmf.png,图文转换ImageCaptioning与视觉问答VQA,True,https://github.com/facebookresearch/mmf,,2018-06-27 04:52:40,2021-07-25 23:00:06,2021-07-25 22:42:43,699,130.0,397.0,4513,919.0,2019-08-26 19:04:21,0.3.1,2.0,69.0,17,1,,,,7.0,7.0
35,PaddleDetection,PaddleDetection.,https://github.com/PaddlePaddle/PaddleDetection,PaddlePaddle/PaddleDetection,./screenshots/PaddleDetection.jpeg,目标检测,True,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14,2021-07-26 11:57:31,2021-07-26 06:28:08,1085,439.0,1666.0,4395,,2021-05-20 11:25:07,2.1.0,3.0,64.0,18,3,,,,5.0,5.0
36,tensorflow-generative-model-collections,hwalsuklee tensorflow-generative-model-collections.,https://github.com/hwalsuklee/tensorflow-generative-model-collections,hwalsuklee/tensorflow-generative-model-collections,./screenshots/tensorflow-generative-model-collections.png,生成对抗网络GAN,True,https://github.com/hwalsuklee/tensorflow-generative-model-collections,Apache-2.0,2017-08-24 14:24:02,2018-07-21 02:09:52,2018-03-23 00:34:56,816,19.0,8.0,3760,76.0,,,,6.0,13,3,,,,,
37,gans-awesome-applications,nashory gans-awesome-applications.,https://github.com/nashory/gans-awesome-applications,nashory/gans-awesome-applications,./screenshots/gans-awesome-applications.png,生成对抗网络GAN,True,https://github.com/nashory/gans-awesome-applications,,2017-10-12 03:19:02,2021-04-07 22:01:44,2020-10-12 06:53:28,677,9.0,2.0,3699,33.0,,,,6.0,11,3,,,,,
38,ESRGAN,xinntao ESRGAN.,https://github.com/xinntao/ESRGAN,xinntao/ESRGAN,./screenshots/ESRGAN.png,图像超分辨率,True,https://github.com/xinntao/ESRGAN,Apache-2.0,2018-08-31 08:18:41,2021-01-05 17:59:46,2020-08-30 12:14:07,664,77.0,40.0,3613,58.0,,,,,13,3,,,,,
39,PaddleGAN,PaddlePaddle PaddleGAN.,https://github.com/PaddlePaddle/PaddleGAN,PaddlePaddle/PaddleGAN,./screenshots/PaddleGAN.png,生成对抗网络GAN,True,https://github.com/PaddlePaddle/PaddleGAN,Apache-2.0,2020-06-18 10:56:01,2021-07-21 10:08:57,2021-07-21 10:08:57,571,61.0,30.0,3608,224.0,2021-06-02 02:21:40,2.0.0,2.0,33.0,19,1,,,-2.0,,
40,PandaOCR,miaomiaosoft PandaOCR.,https://github.com/miaomiaosoft/PandaOCR,miaomiaosoft/PandaOCR,./screenshots/PandaOCR.png,OCR文字识别,True,https://github.com/miaomiaosoft/PandaOCR,,2018-05-16 19:56:02,2021-07-02 05:55:55,2021-07-02 05:55:55,520,53.0,199.0,3591,260.0,2021-06-25 09:00:46,2.71,59.0,,16,2,2202.0,57.0,,,
41,microsoft-VoTT,microsoft VoTT.,https://github.com/microsoft/VoTT,microsoft/VoTT,./screenshots/microsoft-VoTT.png,目标检测,True,https://github.com/microsoft/VoTT,MIT,2016-12-29 13:32:23,2021-04-13 15:43:04,2021-04-13 15:42:59,688,226.0,242.0,3439,555.0,2020-06-02 23:16:17,2.2.0,21.0,21.0,20,2,93193.0,1792.0,,,
42,really-awesome-gan,nightrome really-awesome-gan.,https://github.com/nightrome/really-awesome-gan,nightrome/really-awesome-gan,./screenshots/really-awesome-gan.png,生成对抗网络GAN,True,https://github.com/nightrome/really-awesome-gan,,2017-04-03 14:49:43,2021-02-07 11:32:33,2021-02-07 11:32:33,663,,6.0,3292,134.0,,,,13.0,11,3,,,,,
43,image-super-resolution,idealo image-super-resolution.,https://github.com/idealo/image-super-resolution,idealo/image-super-resolution,./screenshots/image-super-resolution.jpeg,图像超分辨率,True,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13,2021-06-02 09:48:09,2021-06-02 09:45:13,531,73.0,105.0,2939,150.0,2020-01-08 15:35:45,2.2.0,1.0,10.0,19,2,,,,59.0,59.0
44,TNN,Tencent TNN.,https://github.com/Tencent/TNN,Tencent/TNN,./screenshots/TNN.png,模型压缩与优化,True,https://github.com/Tencent/TNN,,2020-05-29 07:20:28,2021-07-26 10:23:34,2021-07-24 00:12:33,475,141.0,392.0,2930,2227.0,2021-04-26 14:23:12,0.3.0,1.0,56.0,18,2,368.0,122.0,,,
45,awesome-Face_Recognition,ChanChiChoi awesome-Face_Recognition.,https://github.com/ChanChiChoi/awesome-Face_Recognition,ChanChiChoi/awesome-Face_Recognition,./screenshots/awesome-Face_Recognition.jpeg,人脸检测与识别,True,https://github.com/ChanChiChoi/awesome-Face_Recognition,,2018-11-09 06:16:47,2021-03-05 06:46:36,2021-03-05 06:44:58,735,4.0,,2928,125.0,,,,,11,3,,,,,
46,TuSimple-simpledet,TuSimple simpledet.,https://github.com/TuSimple/simpledet,TuSimple/simpledet,./screenshots/TuSimple-simpledet.png,目标检测,True,https://github.com/TuSimple/simpledet,Apache-2.0,2019-01-29 08:28:55,2021-01-27 04:54:51,2021-01-19 04:02:10,473,42.0,210.0,2914,138.0,,,,17.0,13,3,,,,,
47,PocketFlow,Tencent PocketFlow.,https://github.com/Tencent/PocketFlow,Tencent/PocketFlow,./screenshots/PocketFlow.png,模型压缩与优化,True,https://github.com/Tencent/PocketFlow,,2018-10-31 07:45:21,2021-01-15 22:06:42,2019-05-28 02:57:14,490,71.0,202.0,2651,214.0,,,,11.0,12,3,,,,,
48,srgan,tensorlayer srgan.,https://github.com/tensorlayer/srgan,tensorlayer/srgan,./screenshots/srgan.jpeg,图像超分辨率,True,https://github.com/tensorlayer/srgan,,2017-04-20 17:08:27,2020-12-01 13:48:24,2020-02-25 10:47:53,716,125.0,100.0,2561,116.0,2019-07-28 14:45:22,1.4.1,9.0,8.0,14,2,4672.0,95.0,,,
49,CHINESE-OCR,xiaofengShi CHINESE-OCR.,https://github.com/xiaofengShi/CHINESE-OCR,xiaofengShi/CHINESE-OCR,./screenshots/CHINESE-OCR.png,OCR文字识别,True,https://github.com/xiaofengShi/CHINESE-OCR,,2018-04-14 14:32:16,2019-08-13 03:48:30,2019-07-06 08:11:15,900,144.0,20.0,2510,25.0,,,,2.0,10,3,,,,,
50,deep-text-recognition-benchmark,clovaai deep-text-recognition-benchmark.,https://github.com/clovaai/deep-text-recognition-benchmark,clovaai/deep-text-recognition-benchmark,./screenshots/chinese_ocr.jpeg,OCR文字识别,True,https://github.com/clovaai/deep-text-recognition-benchmark,Apache-2.0,2019-04-03 07:24:05,2021-01-25 09:48:52,2020-12-11 03:12:52,761,124.0,143.0,2420,146.0,,,,13.0,13,3,,,,,
51,chinese_ocr,YCG09 chinese_ocr.,https://github.com/YCG09/chinese_ocr,YCG09/chinese_ocr,./screenshots/chinese_ocr.png,OCR文字识别,True,https://github.com/YCG09/chinese_ocr,Apache-2.0,2018-03-16 06:52:08,2019-10-08 03:48:03,2019-10-08 03:48:28,1027,259.0,109.0,2406,13.0,,,,,12,3,,,,,
52,NVlabs-MUNIT,NVlabs MUNIT.,https://github.com/NVlabs/MUNIT,NVlabs/MUNIT,./screenshots/NVlabs-MUNIT.jpeg,图图转换ImageTranslation,True,https://github.com/NVlabs/MUNIT,,2018-03-30 21:56:14,2021-04-21 20:53:31,2021-04-21 20:53:31,446,51.0,40.0,2329,86.0,,,1.0,5.0,11,3,,,,,
53,pytorch-generative-model-collections,znxlwm pytorch-generative-model-collections.,https://github.com/znxlwm/pytorch-generative-model-collections,znxlwm/pytorch-generative-model-collections,./screenshots/pytorch-generative-model-collections.png,生成对抗网络GAN,True,https://github.com/znxlwm/pytorch-generative-model-collections,,2017-08-31 03:58:25,2020-04-12 11:55:29,2018-06-12 09:57:00,490,22.0,5.0,2251,87.0,,,,2.0,10,3,,,,,
54,facenet-pytorch,timesler facenet-pytorch.,https://github.com/timesler/facenet-pytorch,timesler/facenet-pytorch,./screenshots/facenet-pytorch.gif,人脸检测与识别,True,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24,2021-05-23 21:26:30,2021-05-23 21:26:30,488,44.0,89.0,2241,234.0,2020-09-07 23:53:20,2.4.1,6.0,14.0,24,1,124633.0,6231.0,,411.0,411.0
55,image-segmentation-keras,divamgupta image-segmentation-keras.,https://github.com/divamgupta/image-segmentation-keras,divamgupta/image-segmentation-keras,./screenshots/image-segmentation-keras.png,图像分割,True,https://github.com/divamgupta/image-segmentation-keras,MIT,2017-03-20 20:48:54,2021-06-22 19:34:07,2021-03-31 20:44:01,879,108.0,171.0,2182,235.0,,,1.0,16.0,16,2,1195.0,44.0,,,
56,UGATIT-pytorch,znxlwm UGATIT-pytorch.,https://github.com/znxlwm/UGATIT-pytorch,znxlwm/UGATIT-pytorch,./screenshots/UGATIT-pytorch.jpeg,图图转换ImageTranslation,True,https://github.com/znxlwm/UGATIT-pytorch,MIT,2019-07-29 07:44:56,2021-06-03 11:41:49,2019-10-15 02:58:17,440,41.0,22.0,2177,17.0,,,,2.0,12,3,,,,,
57,ctrip-OCR,ctripcorp C-OCR.,https://github.com/ctripcorp/C-OCR,ctripcorp/C-OCR,./screenshots/C-OCR.png,OCR文字识别,True,https://github.com/ctripcorp/C-OCR,,2019-04-11 06:07:08,2019-05-08 09:56:50,2019-05-08 09:56:49,536,15.0,2.0,2154,11.0,,,,,10,3,,,,,
58,PaddlePaddle-PaddleClas,PaddlePaddle PaddleClas.,https://github.com/PaddlePaddle/PaddleClas,PaddlePaddle/PaddleClas,./screenshots/PaddlePaddle-PaddleClas.png,图像分类,True,https://github.com/PaddlePaddle/PaddleClas,Apache-2.0,2020-03-30 04:27:42,2021-07-26 07:37:36,2021-07-23 12:20:20,438,126.0,173.0,2138,,2021-06-16 14:32:17,2.2.0,3.0,36.0,18,2,,,,8.0,8.0
59,captcha_break,ypwhs captcha_break.,https://github.com/ypwhs/captcha_break,ypwhs/captcha_break,./screenshots/captcha_break.png,OCR文字识别,True,https://github.com/ypwhs/captcha_break,MIT,2017-02-21 14:04:20,2020-05-17 04:03:53,2020-01-10 13:03:53,578,44.0,18.0,2133,12.0,2019-06-18 13:05:05,2.0,2.0,2.0,12,3,387.0,15.0,,,
60,openmmlab-mmsegmentation,openmmlab-mmsegmentation.,https://github.com/open-mmlab/mmsegmentation,open-mmlab/mmsegmentation,./screenshots/open-mmlab-mmsegmentation.png,图像分割,True,https://github.com/open-mmlab/mmsegmentation,Apache-2.0,2020-06-14 04:32:33,2021-07-26 10:56:33,2021-07-25 18:04:14,536,110.0,338.0,2129,195.0,2021-07-04 08:10:19,0.15.0,10.0,41.0,21,1,,,,16.0,16.0
61,BasicSR,xinntao BasicSR.,https://github.com/xinntao/BasicSR,xinntao/BasicSR,./screenshots/BasicSR.png,图像超分辨率,True,https://github.com/xinntao/BasicSR,Apache-2.0,2018-04-19 18:58:00,2021-07-26 03:26:31,2021-07-24 11:26:38,525,161.0,204.0,2124,395.0,2021-05-25 07:44:00,1.3.3.1,8.0,14.0,17,2,,,,2.0,2.0
62,captcha_trainer,kerlomz captcha_trainer.,https://github.com/kerlomz/captcha_trainer,kerlomz/captcha_trainer,./screenshots/captcha_trainer.png,OCR文字识别,True,https://github.com/kerlomz/captcha_trainer,Apache-2.0,2018-08-17 06:17:47,2021-05-11 04:23:47,2021-05-11 04:23:39,582,45.0,35.0,2024,196.0,2020-04-14 18:17:06,1.0,1.0,4.0,15,2,,,,,
63,PaddleSeg,PaddlePaddle PaddleSeg.,https://github.com/PaddlePaddle/PaddleSeg,PaddlePaddle/PaddleSeg,./screenshots/PaddleSeg.gif,图像分割,True,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22,2021-07-26 05:28:16,2021-07-25 13:33:34,459,308.0,270.0,2019,,2021-07-13 13:07:18,2.2.0,12.0,51.0,21,1,,,1.0,208.0,208.0
64,ObjectDetection-OneStageDet,Tencent ObjectDetection-OneStageDet.,https://github.com/Tencent/ObjectDetection-OneStageDet,Tencent/ObjectDetection-OneStageDet,./screenshots/ObjectDetection-OneStageDet.png,目标检测,True,https://github.com/Tencent/ObjectDetection-OneStageDet,,2018-12-19 04:01:16,2020-06-03 07:39:32,2020-06-03 07:39:31,490,49.0,53.0,1912,3.0,,,,2.0,9,3,,,,,
65,AutonomousDrivingCookbook,microsoft AutonomousDrivingCookbook.,https://github.com/microsoft/AutonomousDrivingCookbook,microsoft/AutonomousDrivingCookbook,./screenshots/AutonomousDrivingCookbook.jpeg,自动驾驶,True,https://github.com/microsoft/AutonomousDrivingCookbook,MIT,2017-11-30 20:51:02,2019-03-15 04:17:31,2018-08-24 17:12:26,463,29.0,85.0,1863,46.0,,,,5.0,13,3,,,,,
66,awesome-image-classification,weiaicunzai awesome-image-classification.,https://github.com/weiaicunzai/awesome-image-classification,weiaicunzai/awesome-image-classification,./screenshots/awesome-image-classification.png,图像分类,True,https://github.com/weiaicunzai/awesome-image-classification,,2012-05-23 14:07:04,2020-09-17 14:00:53,2020-09-17 14:00:01,482,1.0,,1857,32.0,,,,2.0,10,3,,,,,
67,pixel2style2pixel,eladrich pixel2style2pixel.,https://github.com/eladrich/pixel2style2pixel,eladrich/pixel2style2pixel,./screenshots/pixel2style2pixel.png,图图转换ImageTranslation,True,https://github.com/eladrich/pixel2style2pixel,MIT,2020-10-01 11:01:03,2021-07-23 07:16:11,2021-07-06 18:57:42,266,3.0,171.0,1793,47.0,,,,3.0,14,2,,,,,
