,name,description,homepage,github_id,image,category,show,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,projectrank_placing,trending,commit_count,github_release_downloads,monthly_downloads,updated_github_id
10,pytorch-CycleGAN-and-pix2pix,junyanz pytorch-CycleGAN-and-pix2pix.,https://github.com/junyanz/pytorch-CycleGAN-and-pix2pix,junyanz/pytorch-CycleGAN-and-pix2pix,./screenshots/pytorch-CycleGAN-and-pix2pix.png,图图转换ImageTranslation,True,https://github.com/junyanz/pytorch-CycleGAN-and-pix2pix,,2017-04-18 10:33:05,2023-06-03 18:28:28,2023-03-14 20:28:49,5734,493.0,939.0,20679,,,,15.0,15.0,70.0,17,1,,525.0,,,
11,labelImg,tzutalin labelImg.,https://github.com/tzutalin/labelImg,tzutalin/labelImg,./screenshots/labelImg.jpeg,目标检测,True,https://github.com/HumanSignal/labelImg,MIT,2015-09-17 01:33:59,2023-05-31 00:41:28,2022-09-22 22:12:32,5773,395.0,362.0,20677,2018-12-03 05:40:38,1.8.1,2.0,989.0,989.0,109.0,24,1,,449.0,,,HumanSignal/labelImg
12,EasyOCR,JaidedAI EasyOCR.,https://github.com/JaidedAI/EasyOCR,JaidedAI/EasyOCR,./screenshots/EasyOCR.png,OCR文字识别,True,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39,2023-09-12 22:16:00,2023-09-04 11:42:16,2665,289.0,579.0,19614,2023-09-04 11:53:04,1.7.1,22.0,3819.0,3819.0,128.0,31,1,,615.0,6526875.0,163171.0,
13,Vision-Transformer,lucidrains vit-pytorch.,https://github.com/lucidrains/vit-pytorch,lucidrains/vit-pytorch,./screenshots/Vision-Transformer.png,图像分类,True,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24,2023-10-01 15:14:27,2023-10-01 15:14:20,2467,108.0,126.0,15407,2023-10-01 15:14:27,1.5.0a,100.0,319.0,319.0,18.0,21,2,,,,,
14,openface,cmusatyalab openface.,https://github.com/cmusatyalab/openface,cmusatyalab/openface,./screenshots/openface.jpeg,人脸检测与识别,True,https://github.com/cmusatyalab/openface,Apache-2.0,2015-09-16 12:47:27,2023-06-14 17:20:44,2023-06-14 17:20:41,3481,9.0,370.0,14791,2016-02-25 17:42:46,0.2.1,4.0,67.0,67.0,30.0,22,2,3.0,735.0,,,
15,PyTorch-GAN,eriklindernoren PyTorch-GAN.,https://github.com/eriklindernoren/PyTorch-GAN,eriklindernoren/PyTorch-GAN,./screenshots/PyTorch-GAN.png,生成对抗网络GAN,True,https://github.com/eriklindernoren/PyTorch-GAN,MIT,2018-04-21 13:06:40,2023-05-24 13:14:03,2021-01-06 16:32:26,3764,106.0,47.0,14711,,,,15.0,15.0,10.0,18,2,,193.0,,,
16,the-gan-zoo,hindupuravinash the-gan-zoo.,https://github.com/hindupuravinash/the-gan-zoo,hindupuravinash/the-gan-zoo,./screenshots/the-gan-zoo.jpeg,生成对抗网络GAN,True,https://github.com/hindupuravinash/the-gan-zoo,MIT,2017-04-14 16:45:24,2022-12-08 02:56:19,2018-09-30 20:02:46,2476,17.0,17.0,13541,,,,15.0,15.0,23.0,19,1,,175.0,,,
17,nni,microsoft nni.,https://github.com/microsoft/nni,microsoft/nni,./screenshots/nni.png,模型压缩与优化,True,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44,2023-09-14 12:12:06,2023-08-07 02:39:54,1762,319.0,1674.0,13288,2023-05-10 04:36:56,3.0rc1,40.0,475.0,475.0,192.0,26,1,,3011.0,,,
18,facenet,davidsandberg facenet.,https://github.com/davidsandberg/facenet,davidsandberg/facenet,./screenshots/facenet.jpeg,人脸检测与识别,True,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21,2018-04-16 17:32:11,4656,497.0,618.0,13206,,,,,,36.0,17,3,-1.0,566.0,,,
19,facebookresearch-detr,facebookresearch detr.,https://github.com/facebookresearch/detr,facebookresearch/detr,./screenshots/facebookresearch-detr.png,目标检测,True,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52,2023-09-18 17:43:15,2023-02-07 10:12:31,2054,224.0,284.0,11759,2020-06-29 16:41:01,0.2,1.0,15.0,15.0,26.0,19,3,3.0,42.0,,,
20,libfacedetection,ShiqiYu libfacedetection.,https://github.com/ShiqiYu/libfacedetection,ShiqiYu/libfacedetection,./screenshots/libfacedetection.png,人脸检测与识别,True,https://github.com/ShiqiYu/libfacedetection,,2015-01-20 07:47:20,2023-08-01 09:55:36,2023-08-01 09:55:36,2959,47.0,272.0,11758,2021-09-24 16:29:39,3.0,2.0,15.0,15.0,23.0,19,3,,208.0,,,
21,PaddleDetection,PaddleDetection.,https://github.com/PaddlePaddle/PaddleDetection,PaddlePaddle/PaddleDetection,./screenshots/PaddleDetection.jpeg,目标检测,True,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14,2023-10-02 11:00:51,2023-09-27 02:34:22,2666,1234.0,3833.0,11210,2023-02-23 03:25:22,2.6.0,8.0,114.0,114.0,146.0,21,2,,,,,
22,ganhacks,soumith ganhacks.,https://github.com/soumith/ganhacks,soumith/ganhacks,./screenshots/ganhacks.png,生成对抗网络GAN,True,https://github.com/soumith/ganhacks,,2016-12-09 16:09:27,2022-01-09 06:29:17,2020-03-05 00:50:04,1643,52.0,15.0,11121,,,,15.0,15.0,3.0,14,3,,6.0,,,
23,deep_learning_object_detection,hoya012 deep_learning_object_detection.,https://github.com/hoya012/deep_learning_object_detection,hoya012/deep_learning_object_detection,./screenshots/deep_learning_object_detection.png,目标检测,True,https://github.com/hoya012/deep_learning_object_detection,,2018-09-18 01:37:58,2022-10-19 08:10:29,2021-11-17 07:19:22,2751,4.0,23.0,11103,,,,,,9.0,13,3,-1.0,144.0,,,
24,chineseocr_lite,DayBreak-u chineseocr_lite.,https://github.com/DayBreak-u/chineseocr_lite,DayBreak-u/chineseocr_lite,./screenshots/chineseocr_lite.png,OCR文字识别,True,https://github.com/DayBreak-u/chineseocr_lite,GPL-2.0,2020-02-27 10:01:29,2023-08-14 21:55:50,2023-05-20 22:25:02,2093,231.0,123.0,10920,,,,,,14.0,15,2,,34.0,,,
25,awesome-semantic-segmentation,awesome-semantic-segmentation.,https://github.com/mrgloom/awesome-semantic-segmentation,mrgloom/awesome-semantic-segmentation,./screenshots/awesome-semantic-segmentation.jpeg,图像分割,True,https://github.com/mrgloom/awesome-semantic-segmentation,,2015-10-03 10:07:34,2021-05-08 13:40:11,2021-03-08 14:36:09,2357,6.0,19.0,10078,,,,15.0,15.0,16.0,16,2,,417.0,,,
26,carla,carla-simulator carla.,https://github.com/carla-simulator/carla,carla-simulator/carla,./screenshots/carla.jpeg,自动驾驶,True,https://github.com/carla-simulator/carla,,2017-10-24 09:06:23,2023-09-28 11:14:56,2023-06-06 09:08:21,2920,848.0,3787.0,9684,2022-12-24 02:26:17,0.9.14,25.0,542.0,542.0,153.0,24,2,,5835.0,,,
27,pix2pix,phillipi pix2pix.,https://github.com/phillipi/pix2pix,phillipi/pix2pix,./screenshots/pix2pix.jpeg,图图转换ImageTranslation,True,https://github.com/phillipi/pix2pix,,2016-11-16 22:48:50,2021-06-06 12:09:47,2020-08-05 01:16:42,1654,86.0,119.0,9674,,,,15.0,15.0,17.0,15,2,,130.0,,,
28,Keras-GAN,eriklindernoren Keras-GAN.,https://github.com/eriklindernoren/Keras-GAN,eriklindernoren/Keras-GAN,./screenshots/Keras-GAN.png,生成对抗网络GAN,True,https://github.com/eriklindernoren/Keras-GAN,MIT,2017-07-11 16:24:53,2022-12-12 05:55:51,2021-01-06 16:32:52,3068,123.0,101.0,9023,,,,15.0,15.0,16.0,18,2,,185.0,,,
29,vid2vid,NVIDIA vid2vid.,https://github.com/NVIDIA/vid2vid,NVIDIA/vid2vid,./screenshots/vid2vid.gif,图图转换ImageTranslation,True,https://github.com/NVIDIA/vid2vid,,2018-08-14 23:27:15,2022-05-17 05:09:30,2019-07-03 21:49:56,1184,101.0,65.0,8353,,,,15.0,15.0,4.0,15,2,,65.0,,,
30,PaddleSeg,PaddlePaddle PaddleSeg.,https://github.com/PaddlePaddle/PaddleSeg,PaddlePaddle/PaddleSeg,./screenshots/PaddleSeg.gif,图像分割,True,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22,2023-09-28 03:09:10,2023-09-28 03:09:10,1545,306.0,1593.0,7608,2023-04-11 13:27:26,2.8.0,18.0,1014.0,1014.0,117.0,22,2,,,,,
31,U-2-Net,xuebinqin-U-2-Net.,https://github.com/xuebinqin/U-2-Net,xuebinqin/U-2-Net,./screenshots/xuebinqin-U-2-Net.png,目标检测,True,https://github.com/xuebinqin/U-2-Net,Apache-2.0,2020-05-04 17:10:28,2023-01-10 19:40:18,2022-08-25 06:09:58,1264,202.0,118.0,7525,,,,15.0,15.0,13.0,17,3,,280.0,,,
32,PaddleGAN,PaddlePaddle PaddleGAN.,https://github.com/PaddlePaddle/PaddleGAN,PaddlePaddle/PaddleGAN,./screenshots/PaddleGAN.png,生成对抗网络GAN,True,https://github.com/PaddlePaddle/PaddleGAN,Apache-2.0,2020-06-18 10:56:01,2023-08-17 16:04:40,2023-08-17 08:47:20,1195,256.0,74.0,7310,2022-01-04 07:14:10,2.1.0,3.0,,,51.0,19,1,,224.0,,,
33,CenterNet,xingyizhou-CenterNet.,https://github.com/xingyizhou/CenterNet,xingyizhou/CenterNet,./screenshots/xingyizhou-CenterNet.jpeg,目标检测,True,https://github.com/xingyizhou/CenterNet,MIT,2019-04-16 18:39:13,2023-03-02 14:23:04,2022-11-11 04:54:48,1844,430.0,559.0,6983,,,,15.0,15.0,15.0,16,3,,51.0,,,
34,Ultra-Light-Fast-Generic-Face-Detector-1MB,Linzaer Ultra-Light-Fast-Generic-Face-Detector-1MB.,https://github.com/Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,./screenshots/Ultra-Light-Fast-Generic-Face-Detector-1MB.jpeg,人脸检测与识别,True,https://github.com/Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,MIT,2019-10-10 07:40:48,2023-05-29 04:52:10,2022-02-10 06:24:50,1497,121.0,142.0,6831,,,,,,16.0,15,3,,189.0,,,
35,openmmlab-mmsegmentation,openmmlab-mmsegmentation.,https://github.com/open-mmlab/mmsegmentation,open-mmlab/mmsegmentation,./screenshots/open-mmlab-mmsegmentation.png,图像分割,True,https://github.com/open-mmlab/mmsegmentation,Apache-2.0,2020-06-14 04:32:33,2023-09-29 14:17:57,2023-09-20 05:44:56,1976,452.0,1587.0,6482,2023-09-20 05:51:59,1.1.2,42.0,601.0,601.0,164.0,25,1,4.0,581.0,,,
36,UGATIT,taki0112 UGATIT.,https://github.com/taki0112/UGATIT,taki0112/UGATIT,./screenshots/UGATIT.png,图图转换ImageTranslation,True,https://github.com/taki0112/UGATIT,MIT,2019-07-26 00:33:54,2021-05-20 03:23:05,2020-01-16 10:15:30,986,51.0,64.0,6177,,,,15.0,15.0,3.0,15,2,,50.0,,,
37,ESRGAN,xinntao ESRGAN.,https://github.com/xinntao/ESRGAN,xinntao/ESRGAN,./screenshots/ESRGAN.png,图像超分辨率,True,https://github.com/xinntao/ESRGAN,Apache-2.0,2018-08-31 08:18:41,2022-10-19 02:33:55,2021-07-27 19:32:01,916,84.0,42.0,5390,,,,,,,13,3,-1.0,61.0,,,
38,BasicSR,xinntao BasicSR.,https://github.com/xinntao/BasicSR,xinntao/BasicSR,./screenshots/BasicSR.png,图像超分辨率,True,https://github.com/XPixelGroup/BasicSR,Apache-2.0,2018-04-19 18:58:00,2023-09-15 12:41:57,2023-02-02 07:07:47,964,255.0,250.0,5388,2022-08-31 09:43:33,1.4.2,18.0,2666.0,2666.0,19.0,22,1,,516.0,,,XPixelGroup/BasicSR
39,facebookresearch-mmf,facebookresearch mmf.,https://github.com/facebookresearch/mmf,facebookresearch/mmf,./screenshots/facebookresearch-mmf.png,图文转换ImageCaptioning与视觉问答VQA,True,https://github.com/facebookresearch/mmf,,2018-06-27 04:52:40,2023-08-11 20:26:10,2023-07-11 06:18:50,880,107.0,540.0,5315,2019-08-26 19:04:21,0.3.1,2.0,14.0,14.0,115.0,16,1,-1.0,,,,
40,srez,david-gpu srez.,https://github.com/david-gpu/srez,david-gpu/srez,./screenshots/srez.jpeg,图像超分辨率,True,https://github.com/david-gpu/srez,MIT,2016-08-26 22:22:09,2017-08-16 10:48:45,2016-10-18 02:29:50,655,,,5287,,,,,,4.0,13,3,,22.0,,,
41,PandaOCR,miaomiaosoft PandaOCR.,https://github.com/miaomiaosoft/PandaOCR,miaomiaosoft/PandaOCR,./screenshots/PandaOCR.png,OCR文字识别,True,https://github.com/miaomiaosoft/PandaOCR,,2018-05-16 19:56:02,2022-08-28 13:23:42,2022-08-28 13:23:42,657,59.0,207.0,5026,2022-03-16 06:18:51,2.72,60.0,15.0,15.0,,17,2,,272.0,11834.0,182.0,
42,PaddlePaddle-PaddleClas,PaddlePaddle PaddleClas.,https://github.com/PaddlePaddle/PaddleClas,PaddlePaddle/PaddleClas,./screenshots/PaddlePaddle-PaddleClas.png,图像分类,True,https://github.com/PaddlePaddle/PaddleClas,Apache-2.0,2020-03-30 04:27:42,2023-10-01 06:00:21,2023-09-06 09:13:42,1102,181.0,741.0,5023,2022-12-05 07:52:28,2.5.1,9.0,30.0,30.0,64.0,19,2,,,105.0,3.0,
43,gans-awesome-applications,nashory gans-awesome-applications.,https://github.com/nashory/gans-awesome-applications,nashory/gans-awesome-applications,./screenshots/gans-awesome-applications.png,生成对抗网络GAN,True,https://github.com/nashory/gans-awesome-applications,,2017-10-12 03:19:02,2023-08-24 07:51:31,2020-10-12 06:53:28,787,12.0,2.0,4695,,,,,,6.0,12,3,,33.0,,,
44,image-super-resolution,idealo image-super-resolution.,https://github.com/idealo/image-super-resolution,idealo/image-super-resolution,./screenshots/image-super-resolution.jpeg,图像超分辨率,True,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13,2022-01-23 11:27:35,2021-06-02 09:45:13,697,99.0,112.0,4314,2020-01-08 15:35:45,2.2.0,1.0,115.0,115.0,10.0,18,2,,150.0,,,
45,awesome-Face_Recognition,ChanChiChoi awesome-Face_Recognition.,https://github.com/ChanChiChoi/awesome-Face_Recognition,ChanChiChoi/awesome-Face_Recognition,./screenshots/awesome-Face_Recognition.jpeg,人脸检测与识别,True,https://github.com/ChanChiChoi/awesome-Face_Recognition,,2018-11-09 06:16:47,2023-02-09 07:02:58,2023-02-09 07:02:34,925,5.0,2.0,4127,,,,,,4.0,12,3,,156.0,,,
46,TNN,Tencent TNN.,https://github.com/Tencent/TNN,Tencent/TNN,./screenshots/TNN.png,模型压缩与优化,True,https://github.com/Tencent/TNN,,2020-05-29 07:20:28,2023-09-27 09:15:25,2023-09-27 09:15:24,711,281.0,647.0,4126,2021-04-26 14:23:12,0.3.0,1.0,,,81.0,17,2,,2511.0,2877.0,95.0,
47,microsoft-VoTT,microsoft VoTT.,https://github.com/microsoft/VoTT,microsoft/VoTT,./screenshots/microsoft-VoTT.png,目标检测,True,https://github.com/microsoft/VoTT,MIT,2016-12-29 13:32:23,2021-12-06 21:10:56,2021-12-06 21:10:56,807,233.0,241.0,4117,2020-06-02 23:16:17,2.2.0,21.0,2.0,2.0,21.0,20,3,,556.0,152831.0,1934.0,
48,tensorflow-generative-model-collections,hwalsuklee tensorflow-generative-model-collections.,https://github.com/hwalsuklee/tensorflow-generative-model-collections,hwalsuklee/tensorflow-generative-model-collections,./screenshots/tensorflow-generative-model-collections.png,生成对抗网络GAN,True,https://github.com/hwalsuklee/tensorflow-generative-model-collections,Apache-2.0,2017-08-24 14:24:02,2022-08-08 09:39:51,2018-03-23 00:34:56,841,19.0,8.0,3869,,,,,,6.0,13,3,,76.0,,,
49,facenet-pytorch,timesler facenet-pytorch.,https://github.com/timesler/facenet-pytorch,timesler/facenet-pytorch,./screenshots/facenet-pytorch.gif,人脸检测与识别,True,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24,2023-09-20 14:45:40,2023-09-20 14:45:40,784,59.0,106.0,3744,2023-04-07 19:27:35,2.5.3,7.0,1304.0,1304.0,16.0,26,1,,248.0,682040.0,14511.0,
50,really-awesome-gan,nightrome really-awesome-gan.,https://github.com/nightrome/really-awesome-gan,nightrome/really-awesome-gan,./screenshots/really-awesome-gan.png,生成对抗网络GAN,True,https://github.com/nightrome/really-awesome-gan,,2017-04-03 14:49:43,2022-09-19 11:42:25,2022-09-19 11:42:25,685,,7.0,3628,,,,,,15.0,11,3,,137.0,,,
51,deep-text-recognition-benchmark,clovaai deep-text-recognition-benchmark.,https://github.com/clovaai/deep-text-recognition-benchmark,clovaai/deep-text-recognition-benchmark,./screenshots/chinese_ocr.jpeg,OCR文字识别,True,https://github.com/clovaai/deep-text-recognition-benchmark,Apache-2.0,2019-04-03 07:24:05,2023-08-18 02:33:38,2023-07-16 06:04:32,1024,210.0,160.0,3442,,,,,,14.0,14,3,,148.0,,,
52,open-mmlab-mmtracking,PaddleDetection.,https://github.com/open-mmlab/mmtracking,open-mmlab/mmtracking,./screenshots/open-mmlab-mmtracking.gif,目标检测,True,https://github.com/open-mmlab/mmtracking,Apache-2.0,2020-08-29 06:16:56,2023-09-19 07:31:38,2023-04-25 13:25:18,543,232.0,202.0,3116,2022-10-11 09:03:37,1.0.0rc1,15.0,333.0,333.0,38.0,21,2,,309.0,,,
53,srgan,tensorlayer srgan.,https://github.com/tensorlayer/srgan,tensorlayer/srgan,./screenshots/srgan.jpeg,图像超分辨率,True,https://github.com/tensorlayer/SRGAN,,2017-04-20 17:08:27,2023-03-02 02:05:31,2023-03-02 02:05:31,795,141.0,103.0,3076,2019-07-28 14:45:22,1.4.1,9.0,,,9.0,14,2,,132.0,4894.0,64.0,
54,TuSimple-simpledet,TuSimple simpledet.,https://github.com/TuSimple/simpledet,TuSimple/simpledet,./screenshots/TuSimple-simpledet.png,目标检测,True,https://github.com/tusen-ai/simpledet,Apache-2.0,2019-01-29 08:28:55,2021-09-23 02:57:09,2021-09-23 02:57:09,479,43.0,213.0,3066,,,,,,18.0,13,3,,139.0,,,tusen-ai/simpledet
55,pixel2style2pixel,eladrich pixel2style2pixel.,https://github.com/eladrich/pixel2style2pixel,eladrich/pixel2style2pixel,./screenshots/pixel2style2pixel.png,图图转换ImageTranslation,True,https://github.com/eladrich/pixel2style2pixel,MIT,2020-10-01 11:01:03,2022-10-01 11:23:39,2022-10-01 11:23:39,526,1.0,309.0,3016,,,,,,5.0,13,3,,58.0,,,
56,CHINESE-OCR,xiaofengShi CHINESE-OCR.,https://github.com/xiaofengShi/CHINESE-OCR,xiaofengShi/CHINESE-OCR,./screenshots/CHINESE-OCR.png,OCR文字识别,True,https://github.com/xiaofengShi/CHINESE-OCR,,2018-04-14 14:32:16,2019-08-13 03:48:30,2019-07-06 08:11:15,937,150.0,21.0,2815,,,,,,2.0,10,3,,25.0,,,
57,captcha_trainer,kerlomz captcha_trainer.,https://github.com/kerlomz/captcha_trainer,kerlomz/captcha_trainer,./screenshots/captcha_trainer.png,OCR文字识别,True,https://github.com/kerlomz/captcha_trainer,Apache-2.0,2018-08-17 06:17:47,2022-10-24 21:17:36,2022-10-24 21:17:32,776,61.0,38.0,2782,,,,,,4.0,14,3,,204.0,,,
58,PocketFlow,Tencent PocketFlow.,https://github.com/Tencent/PocketFlow,Tencent/PocketFlow,./screenshots/PocketFlow.png,模型压缩与优化,True,https://github.com/Tencent/PocketFlow,,2018-10-31 07:45:21,2023-03-31 22:23:33,2019-05-28 02:57:14,491,73.0,202.0,2763,,,,,,11.0,12,3,,214.0,,,
59,image-segmentation-keras,divamgupta image-segmentation-keras.,https://github.com/divamgupta/image-segmentation-keras,divamgupta/image-segmentation-keras,./screenshots/image-segmentation-keras.png,图像分割,True,https://github.com/divamgupta/image-segmentation-keras,MIT,2017-03-20 20:48:54,2023-08-05 09:56:15,2023-08-01 03:37:20,1095,150.0,194.0,2742,,,1.0,,,20.0,16,2,,256.0,1438.0,26.0,
60,open-mmlab-mmclassification,open-mmlab mmclassification.,https://github.com/open-mmlab/mmclassification,open-mmlab/mmclassification,./screenshots/open-mmlab-mmclassification.png,图像分类,True,https://github.com/open-mmlab/mmpretrain,Apache-2.0,2020-07-09 16:25:04,2023-09-30 09:52:32,2023-09-04 02:30:28,931,116.0,580.0,2716,2023-07-31 11:36:36,1.0.1,36.0,43.0,43.0,124.0,22,2,,630.0,,,open-mmlab/mmpretrain
61,chinese_ocr,YCG09 chinese_ocr.,https://github.com/YCG09/chinese_ocr,YCG09/chinese_ocr,./screenshots/chinese_ocr.png,OCR文字识别,True,https://github.com/YCG09/chinese_ocr,Apache-2.0,2018-03-16 06:52:08,2019-10-08 03:48:03,2019-10-08 03:48:28,1058,263.0,111.0,2663,,,,,,,12,3,,13.0,,,
62,captcha_break,ypwhs captcha_break.,https://github.com/ypwhs/captcha_break,ypwhs/captcha_break,./screenshots/captcha_break.png,OCR文字识别,True,https://github.com/ypwhs/captcha_break,MIT,2017-02-21 14:04:20,2022-02-25 08:48:08,2020-01-10 13:03:53,644,48.0,18.0,2598,2019-06-18 13:05:05,2.0,2.0,,,2.0,12,3,,12.0,652.0,12.0,
63,NVlabs-MUNIT,NVlabs MUNIT.,https://github.com/NVlabs/MUNIT,NVlabs/MUNIT,./screenshots/NVlabs-MUNIT.jpeg,图图转换ImageTranslation,True,https://github.com/NVlabs/MUNIT,,2018-03-30 21:56:14,2022-09-20 12:23:52,2021-11-11 23:45:33,478,60.0,42.0,2585,,,1.0,,,5.0,11,3,,87.0,,,
64,awesome-image-classification,weiaicunzai awesome-image-classification.,https://github.com/weiaicunzai/awesome-image-classification,weiaicunzai/awesome-image-classification,./screenshots/awesome-image-classification.png,图像分类,True,https://github.com/weiaicunzai/awesome-image-classification,,2012-05-23 14:07:04,2022-04-20 15:52:51,2022-04-20 09:49:35,570,1.0,,2564,,,,,,2.0,10,3,,57.0,,,
65,pytorch-generative-model-collections,znxlwm pytorch-generative-model-collections.,https://github.com/znxlwm/pytorch-generative-model-collections,znxlwm/pytorch-generative-model-collections,./screenshots/pytorch-generative-model-collections.png,生成对抗网络GAN,True,https://github.com/znxlwm/pytorch-generative-model-collections,,2017-08-31 03:58:25,2020-04-12 11:55:29,2018-06-12 09:57:00,527,24.0,5.0,2512,,,,,,2.0,10,3,,87.0,,,
66,UGATIT-pytorch,znxlwm UGATIT-pytorch.,https://github.com/znxlwm/UGATIT-pytorch,znxlwm/UGATIT-pytorch,./screenshots/UGATIT-pytorch.jpeg,图图转换ImageTranslation,True,https://github.com/znxlwm/UGATIT-pytorch,MIT,2019-07-29 07:44:56,2023-03-16 02:38:05,2019-10-15 02:58:17,477,48.0,22.0,2462,,,,,,2.0,11,3,,17.0,,,
