,name,description,homepage,github_id,image,category,show,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,contributor_count,projectrank,projectrank_placing,dependent_project_count,github_dependent_project_count,trending
10,openface,cmusatyalab openface.,https://github.com/cmusatyalab/openface,cmusatyalab/openface,./screenshots/openface.jpeg,人脸检测与识别,True,https://github.com/cmusatyalab/openface,Apache-2.0,2015-09-16 12:47:27,2021-04-30 20:32:16,2019-11-26 15:56:28,3402,5.0,367.0,13999,734.0,2016-02-25 17:42:46,0.2.1,,,4.0,30.0,20,2,,,
11,PaddleOCR,PaddlePaddle PaddleOCR.,https://github.com/PaddlePaddle/PaddleOCR,PaddlePaddle/PaddleOCR,./screenshots/PaddleOCR.png,OCR文字识别,True,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16,2021-05-17 11:19:22,2021-05-13 11:19:15,2472,742.0,1162.0,12462,,2021-04-19 06:46:17,2.1.0,,,3.0,42.0,22,1,151.0,151.0,
12,facenet,davidsandberg facenet.,https://github.com/davidsandberg/facenet,davidsandberg/facenet,./screenshots/facenet.jpeg,人脸检测与识别,True,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2021-04-29 15:55:30,2018-04-16 17:32:11,4481,469.0,613.0,11791,566.0,,,,,,36.0,18,3,,,
13,EasyOCR,JaidedAI EasyOCR.,https://github.com/JaidedAI/EasyOCR,JaidedAI/EasyOCR,./screenshots/EasyOCR.png,OCR文字识别,True,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39,2021-05-07 03:02:54,2021-05-07 03:02:54,1273,123.0,186.0,11445,404.0,2021-04-24 01:05:19,1.3.1,283929.0,25811.0,12.0,78.0,29,1,226.0,226.0,
14,the-gan-zoo,hindupuravinash the-gan-zoo.,https://github.com/hindupuravinash/the-gan-zoo,hindupuravinash/the-gan-zoo,./screenshots/the-gan-zoo.jpeg,生成对抗网络GAN,True,https://github.com/hindupuravinash/the-gan-zoo,MIT,2017-04-14 16:45:24,2021-03-20 00:08:06,2018-09-30 20:02:46,2083,14.0,16.0,10473,175.0,,,,,,23.0,18,2,,,
15,libfacedetection,ShiqiYu libfacedetection.,https://github.com/ShiqiYu/libfacedetection,ShiqiYu/libfacedetection,./screenshots/libfacedetection.png,人脸检测与识别,True,https://github.com/ShiqiYu/libfacedetection,,2015-01-20 07:47:20,2021-05-14 00:48:13,2021-05-14 00:48:13,2775,37.0,238.0,10371,170.0,2021-02-09 04:34:25,2.0,,,1.0,20.0,16,3,,,
16,deep_learning_object_detection,hoya012 deep_learning_object_detection.,https://github.com/hoya012/deep_learning_object_detection,hoya012/deep_learning_object_detection,./screenshots/deep_learning_object_detection.png,目标检测,True,https://github.com/hoya012/deep_learning_object_detection,,2018-09-18 01:37:58,2020-10-09 14:33:04,2020-09-22 04:31:32,2674,2.0,21.0,9894,141.0,,,,,,8.0,13,3,,,
17,pytorch-image-models,rwightman pytorch-image-models.,https://github.com/rwightman/pytorch-image-models,rwightman/pytorch-image-models,./screenshots/pytorch-image-models.png,图像分类,True,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12,2021-05-16 15:33:05,2021-05-16 15:31:52,1449,21.0,285.0,9756,881.0,2021-05-14 18:10:09,0.1-eff2-weights,370225.0,15426.0,22.0,42.0,28,1,552.0,552.0,
18,ganhacks,soumith ganhacks.,https://github.com/soumith/ganhacks,soumith/ganhacks,./screenshots/ganhacks.png,生成对抗网络GAN,True,https://github.com/soumith/ganhacks,,2016-12-09 16:09:27,2020-03-05 00:50:05,2020-03-05 00:50:04,1524,48.0,15.0,9657,6.0,,,,,,3.0,12,3,,,
19,nni,microsoft nni.,https://github.com/microsoft/nni,microsoft/nni,./screenshots/nni.png,模型压缩与优化,True,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44,2021-05-17 11:30:50,2021-05-17 08:24:41,1289,266.0,959.0,9613,2081.0,2021-04-26 03:15:25,2.2,,,29.0,132.0,24,1,112.0,112.0,
20,PyTorch-GAN,eriklindernoren PyTorch-GAN.,https://github.com/eriklindernoren/PyTorch-GAN,eriklindernoren/PyTorch-GAN,./screenshots/PyTorch-GAN.png,生成对抗网络GAN,True,https://github.com/eriklindernoren/PyTorch-GAN,MIT,2018-04-21 13:06:40,2021-03-03 18:32:43,2021-01-06 16:32:26,2659,73.0,45.0,9313,193.0,,,,,,10.0,17,2,,,
21,pix2pix,phillipi pix2pix.,https://github.com/phillipi/pix2pix,phillipi/pix2pix,./screenshots/pix2pix.jpeg,图图转换ImageTranslation,True,https://github.com/phillipi/pix2pix,,2016-11-16 22:48:50,2020-08-05 01:16:50,2020-08-05 01:16:42,1469,73.0,119.0,8395,130.0,,,,,,17.0,13,2,,,
22,awesome-semantic-segmentation,awesome-semantic-segmentation.,https://github.com/mrgloom/awesome-semantic-segmentation,mrgloom/awesome-semantic-segmentation,./screenshots/awesome-semantic-segmentation.jpeg,图像分割,True,https://github.com/mrgloom/awesome-semantic-segmentation,,2015-10-03 10:07:34,2021-05-08 13:40:11,2021-03-08 14:36:09,2068,2.0,19.0,8107,417.0,,,,,,16.0,15,3,,,1.0
23,Keras-GAN,eriklindernoren Keras-GAN.,https://github.com/eriklindernoren/Keras-GAN,eriklindernoren/Keras-GAN,./screenshots/Keras-GAN.png,生成对抗网络GAN,True,https://github.com/eriklindernoren/Keras-GAN,MIT,2017-07-11 16:24:53,2021-01-27 15:20:20,2021-01-06 16:32:52,2836,116.0,94.0,8094,185.0,,,,,,16.0,15,2,,,
24,vid2vid,NVIDIA vid2vid.,https://github.com/NVIDIA/vid2vid,NVIDIA/vid2vid,./screenshots/vid2vid.gif,图图转换ImageTranslation,True,https://github.com/NVIDIA/vid2vid,,2018-08-14 23:27:15,2020-01-31 13:18:57,2019-07-03 21:49:56,1103,95.0,62.0,7716,65.0,,,,,,4.0,12,3,,,
25,facebookresearch-detr,facebookresearch detr.,https://github.com/facebookresearch/detr,facebookresearch/detr,./screenshots/facebookresearch-detr.png,目标检测,True,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52,2021-05-07 07:15:47,2020-11-15 16:03:45,1091,80.0,237.0,6904,41.0,2020-06-29 16:41:01,0.2,,,1.0,19.0,14,3,,,
26,chineseocr_lite,DayBreak-u chineseocr_lite.,https://github.com/DayBreak-u/chineseocr_lite,DayBreak-u/chineseocr_lite,./screenshots/chineseocr_lite.png,OCR文字识别,True,https://github.com/DayBreak-u/chineseocr_lite,GPL-2.0,2020-02-27 10:01:29,2021-04-24 10:44:29,2021-04-24 10:44:29,1369,174.0,107.0,6704,34.0,,,,,,10.0,14,3,,,
27,carla,carla-simulator carla.,https://github.com/carla-simulator/carla,carla-simulator/carla,./screenshots/carla.jpeg,自动驾驶,True,https://github.com/carla-simulator/carla,MIT,2017-10-24 09:06:23,2021-05-17 11:08:30,2021-04-21 21:38:33,1724,335.0,2860.0,5964,4761.0,2020-12-23 07:08:35,0.9.11,,,22.0,122.0,24,2,69.0,69.0,
28,UGATIT,taki0112 UGATIT.,https://github.com/taki0112/UGATIT,taki0112/UGATIT,./screenshots/UGATIT.png,图图转换ImageTranslation,True,https://github.com/taki0112/UGATIT,MIT,2019-07-26 00:33:54,2020-07-15 14:16:18,2020-01-16 10:15:30,947,45.0,62.0,5858,50.0,,,,,,3.0,13,2,,,
29,Ultra-Light-Fast-Generic-Face-Detector-1MB,Linzaer Ultra-Light-Fast-Generic-Face-Detector-1MB.,https://github.com/Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,./screenshots/Ultra-Light-Fast-Generic-Face-Detector-1MB.jpeg,人脸检测与识别,True,https://github.com/Linzaer/Ultra-Light-Fast-Generic-Face-Detector-1MB,MIT,2019-10-10 07:40:48,2021-04-26 07:27:55,2021-04-26 07:27:55,1326,98.0,136.0,5856,181.0,,,,,,14.0,16,3,,,
30,CenterNet,xingyizhou-CenterNet.,https://github.com/xingyizhou/CenterNet,xingyizhou/CenterNet,./screenshots/xingyizhou-CenterNet.jpeg,目标检测,True,https://github.com/xingyizhou/CenterNet,MIT,2019-04-16 18:39:13,2021-03-02 16:36:53,2020-06-22 00:53:44,1522,346.0,532.0,5560,50.0,,,,,,14.0,15,3,,,
31,srez,david-gpu srez.,https://github.com/david-gpu/srez,david-gpu/srez,./screenshots/srez.jpeg,图像超分辨率,True,https://github.com/david-gpu/srez,MIT,2016-08-26 22:22:09,2017-08-16 10:48:45,2016-10-18 02:29:50,639,17.0,39.0,5237,22.0,,,,,,4.0,13,3,,,
32,facebookresearch-mmf,facebookresearch mmf.,https://github.com/facebookresearch/mmf,facebookresearch/mmf,./screenshots/facebookresearch-mmf.png,图文转换ImageCaptioning与视觉问答VQA,True,https://github.com/facebookresearch/mmf,,2018-06-27 04:52:40,2021-05-16 11:33:18,2021-05-12 22:34:25,656,117.0,379.0,4391,877.0,2019-08-26 19:04:21,0.3.1,,,2.0,63.0,17,1,7.0,7.0,
33,U-2-Net,xuebinqin-U-2-Net.,https://github.com/xuebinqin/U-2-Net,xuebinqin/U-2-Net,./screenshots/xuebinqin-U-2-Net.png,目标检测,True,https://github.com/xuebinqin/U-2-Net,Apache-2.0,2020-05-04 17:10:28,2021-05-06 21:03:29,2021-05-06 21:03:28,706,86.0,85.0,4375,196.0,,,,,,13.0,15,3,,,
34,Vision-Transformer,lucidrains vit-pytorch.,https://github.com/lucidrains/vit-pytorch,lucidrains/vit-pytorch,./screenshots/Vision-Transformer.png,图像分类,True,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24,2021-05-17 03:47:34,2021-05-10 18:37:23,495,44.0,60.0,4227,,2021-05-10 18:37:53,0.18.3,,,75.0,7.0,18,2,18.0,18.0,
35,PaddleDetection,PaddleDetection.,https://github.com/PaddlePaddle/PaddleDetection,PaddlePaddle/PaddleDetection,./screenshots/PaddleDetection.jpeg,目标检测,True,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14,2021-05-17 11:25:00,2021-05-11 13:13:16,937,338.0,1272.0,3856,746.0,2021-04-19 15:10:54,2.0.0,,,2.0,59.0,20,3,5.0,5.0,
36,tensorflow-generative-model-collections,hwalsuklee tensorflow-generative-model-collections.,https://github.com/hwalsuklee/tensorflow-generative-model-collections,hwalsuklee/tensorflow-generative-model-collections,./screenshots/tensorflow-generative-model-collections.png,生成对抗网络GAN,True,https://github.com/hwalsuklee/tensorflow-generative-model-collections,Apache-2.0,2017-08-24 14:24:02,2018-07-21 02:09:52,2018-03-23 00:34:56,815,19.0,8.0,3746,76.0,,,,,,6.0,13,3,,,
37,gans-awesome-applications,nashory gans-awesome-applications.,https://github.com/nashory/gans-awesome-applications,nashory/gans-awesome-applications,./screenshots/gans-awesome-applications.png,生成对抗网络GAN,True,https://github.com/nashory/gans-awesome-applications,,2017-10-12 03:19:02,2021-04-07 22:01:44,2020-10-12 06:53:28,666,9.0,2.0,3607,33.0,,,,,,6.0,12,3,,,
38,ESRGAN,xinntao ESRGAN.,https://github.com/xinntao/ESRGAN,xinntao/ESRGAN,./screenshots/ESRGAN.png,图像超分辨率,True,https://github.com/xinntao/ESRGAN,Apache-2.0,2018-08-31 08:18:41,2021-01-05 17:59:46,2020-08-30 12:14:07,643,75.0,39.0,3478,58.0,,,,,,,13,3,,,
39,microsoft-VoTT,microsoft VoTT.,https://github.com/microsoft/VoTT,microsoft/VoTT,./screenshots/microsoft-VoTT.png,目标检测,True,https://github.com/microsoft/VoTT,MIT,2016-12-29 13:32:23,2021-04-13 15:43:04,2021-04-13 15:42:59,666,223.0,241.0,3317,555.0,2020-06-02 23:16:17,2.2.0,87797.0,1755.0,21.0,21.0,21,2,,,
40,PandaOCR,miaomiaosoft PandaOCR.,https://github.com/miaomiaosoft/PandaOCR,miaomiaosoft/PandaOCR,./screenshots/PandaOCR.png,OCR文字识别,True,https://github.com/miaomiaosoft/PandaOCR,,2018-05-16 19:56:02,2021-05-12 08:50:23,2021-05-12 08:50:23,471,46.0,195.0,3303,250.0,2021-05-04 20:14:24,2.68,1622.0,45.0,57.0,,16,2,,,
41,really-awesome-gan,nightrome really-awesome-gan.,https://github.com/nightrome/really-awesome-gan,nightrome/really-awesome-gan,./screenshots/really-awesome-gan.png,生成对抗网络GAN,True,https://github.com/nightrome/really-awesome-gan,,2017-04-03 14:49:43,2021-02-07 11:32:33,2021-02-07 11:32:33,653,,6.0,3251,134.0,,,,,,13.0,11,3,,,
42,PaddleGAN,PaddlePaddle PaddleGAN.,https://github.com/PaddlePaddle/PaddleGAN,PaddlePaddle/PaddleGAN,./screenshots/PaddleGAN.png,生成对抗网络GAN,True,https://github.com/PaddlePaddle/PaddleGAN,Apache-2.0,2020-06-18 10:56:01,2021-05-17 11:31:45,2021-05-17 02:11:47,498,47.0,27.0,3200,224.0,2021-03-01 12:31:20,2.0.0-beta,,,1.0,31.0,20,1,34.0,34.0,
43,TuSimple-simpledet,TuSimple simpledet.,https://github.com/TuSimple/simpledet,TuSimple/simpledet,./screenshots/TuSimple-simpledet.png,目标检测,True,https://github.com/TuSimple/simpledet,Apache-2.0,2019-01-29 08:28:55,2021-01-27 04:54:51,2021-01-19 04:02:10,474,41.0,210.0,2883,138.0,,,,,,17.0,13,3,,,
44,awesome-Face_Recognition,ChanChiChoi awesome-Face_Recognition.,https://github.com/ChanChiChoi/awesome-Face_Recognition,ChanChiChoi/awesome-Face_Recognition,./screenshots/awesome-Face_Recognition.jpeg,人脸检测与识别,True,https://github.com/ChanChiChoi/awesome-Face_Recognition,,2018-11-09 06:16:47,2021-03-05 06:46:36,2021-03-05 06:44:58,715,4.0,,2831,125.0,,,,,,,12,3,,,
45,image-super-resolution,idealo image-super-resolution.,https://github.com/idealo/image-super-resolution,idealo/image-super-resolution,./screenshots/image-super-resolution.jpeg,图像超分辨率,True,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13,2021-05-16 08:30:09,2021-05-16 08:30:09,517,67.0,104.0,2766,144.0,2020-01-08 15:35:45,2.2.0,,,1.0,10.0,18,2,50.0,50.0,
46,TNN,Tencent TNN.,https://github.com/Tencent/TNN,Tencent/TNN,./screenshots/TNN.png,模型压缩与优化,True,https://github.com/Tencent/TNN,,2020-05-29 07:20:28,2021-05-17 12:05:10,2021-05-17 06:31:06,432,126.0,299.0,2687,2158.0,2021-04-26 14:23:12,0.3.0,146.0,146.0,1.0,55.0,18,2,,,
47,PocketFlow,Tencent PocketFlow.,https://github.com/Tencent/PocketFlow,Tencent/PocketFlow,./screenshots/PocketFlow.png,模型压缩与优化,True,https://github.com/Tencent/PocketFlow,,2018-10-31 07:45:21,2021-01-15 22:06:42,2019-05-28 02:57:14,492,71.0,202.0,2636,214.0,,,,,,11.0,12,3,,,
48,srgan,tensorlayer srgan.,https://github.com/tensorlayer/srgan,tensorlayer/srgan,./screenshots/srgan.jpeg,图像超分辨率,True,https://github.com/tensorlayer/srgan,,2017-04-20 17:08:27,2020-12-01 13:48:24,2020-02-25 10:47:53,709,122.0,100.0,2516,116.0,2019-07-28 14:45:22,1.4.1,4647.0,98.0,9.0,8.0,14,3,,,
49,CHINESE-OCR,xiaofengShi CHINESE-OCR.,https://github.com/xiaofengShi/CHINESE-OCR,xiaofengShi/CHINESE-OCR,./screenshots/CHINESE-OCR.png,OCR文字识别,True,https://github.com/xiaofengShi/CHINESE-OCR,,2018-04-14 14:32:16,2019-08-13 03:48:30,2019-07-06 08:11:15,881,143.0,20.0,2468,25.0,,,,,,2.0,10,3,,,
50,chinese_ocr,YCG09 chinese_ocr.,https://github.com/YCG09/chinese_ocr,YCG09/chinese_ocr,./screenshots/chinese_ocr.png,OCR文字识别,True,https://github.com/YCG09/chinese_ocr,Apache-2.0,2018-03-16 06:52:08,2019-10-08 03:48:03,2019-10-08 03:48:28,1019,258.0,109.0,2370,13.0,,,,,,,12,3,,,
51,NVlabs-MUNIT,NVlabs MUNIT.,https://github.com/NVlabs/MUNIT,NVlabs/MUNIT,./screenshots/NVlabs-MUNIT.jpeg,图图转换ImageTranslation,True,https://github.com/NVlabs/MUNIT,,2018-03-30 21:56:14,2021-04-21 20:53:31,2021-04-21 20:53:31,444,49.0,39.0,2282,86.0,,,,,1.0,5.0,12,3,,,
52,deep-text-recognition-benchmark,clovaai deep-text-recognition-benchmark.,https://github.com/clovaai/deep-text-recognition-benchmark,clovaai/deep-text-recognition-benchmark,./screenshots/chinese_ocr.jpeg,OCR文字识别,True,https://github.com/clovaai/deep-text-recognition-benchmark,Apache-2.0,2019-04-03 07:24:05,2021-01-25 09:48:52,2020-12-11 03:12:52,714,112.0,142.0,2265,146.0,,,,,,13.0,13,3,,,
53,pytorch-generative-model-collections,znxlwm pytorch-generative-model-collections.,https://github.com/znxlwm/pytorch-generative-model-collections,znxlwm/pytorch-generative-model-collections,./screenshots/pytorch-generative-model-collections.png,生成对抗网络GAN,True,https://github.com/znxlwm/pytorch-generative-model-collections,,2017-08-31 03:58:25,2020-04-12 11:55:29,2018-06-12 09:57:00,486,22.0,4.0,2220,87.0,,,,,,2.0,10,3,,,
54,ctrip-OCR,ctripcorp C-OCR.,https://github.com/ctripcorp/C-OCR,ctripcorp/C-OCR,./screenshots/C-OCR.png,OCR文字识别,True,https://github.com/ctripcorp/C-OCR,,2019-04-11 06:07:08,2019-05-08 09:56:50,2019-05-08 09:56:49,526,15.0,2.0,2134,11.0,,,,,,,10,3,,,
55,UGATIT-pytorch,znxlwm UGATIT-pytorch.,https://github.com/znxlwm/UGATIT-pytorch,znxlwm/UGATIT-pytorch,./screenshots/UGATIT-pytorch.jpeg,图图转换ImageTranslation,True,https://github.com/znxlwm/UGATIT-pytorch,MIT,2019-07-29 07:44:56,2020-02-29 09:50:51,2019-10-15 02:58:17,428,41.0,21.0,2130,17.0,,,,,,2.0,11,3,,,
56,image-segmentation-keras,divamgupta image-segmentation-keras.,https://github.com/divamgupta/image-segmentation-keras,divamgupta/image-segmentation-keras,./screenshots/image-segmentation-keras.png,图像分割,True,https://github.com/divamgupta/image-segmentation-keras,MIT,2017-03-20 20:48:54,2021-03-31 20:44:02,2021-03-31 20:44:01,846,99.0,169.0,2087,235.0,,,1165.0,46.0,1.0,16.0,16,2,,,
57,captcha_break,ypwhs captcha_break.,https://github.com/ypwhs/captcha_break,ypwhs/captcha_break,./screenshots/captcha_break.png,OCR文字识别,True,https://github.com/ypwhs/captcha_break,MIT,2017-02-21 14:04:20,2020-05-17 04:03:53,2020-01-10 13:03:53,567,43.0,18.0,2082,12.0,2019-06-18 13:05:05,2.0,344.0,14.0,2.0,2.0,12,3,,,
58,facenet-pytorch,timesler facenet-pytorch.,https://github.com/timesler/facenet-pytorch,timesler/facenet-pytorch,./screenshots/facenet-pytorch.gif,人脸检测与识别,True,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24,2021-04-27 06:05:32,2021-04-27 06:05:32,442,35.0,86.0,2061,233.0,2020-09-07 23:53:20,2.4.1,94683.0,5260.0,6.0,14.0,24,1,350.0,350.0,
59,BasicSR,xinntao BasicSR.,https://github.com/xinntao/BasicSR,xinntao/BasicSR,./screenshots/BasicSR.png,图像超分辨率,True,https://github.com/xinntao/BasicSR,Apache-2.0,2018-04-19 18:58:00,2021-05-15 13:40:04,2021-05-15 13:39:25,471,149.0,189.0,1934,361.0,2020-11-29 06:14:32,1.2.0,,,6.0,13.0,17,2,,,
60,captcha_trainer,kerlomz captcha_trainer.,https://github.com/kerlomz/captcha_trainer,kerlomz/captcha_trainer,./screenshots/captcha_trainer.png,OCR文字识别,True,https://github.com/kerlomz/captcha_trainer,Apache-2.0,2018-08-17 06:17:47,2021-05-11 04:23:47,2021-05-11 04:23:39,556,42.0,34.0,1926,196.0,2020-04-14 18:17:06,1.0,,,1.0,4.0,15,2,,,
61,ObjectDetection-OneStageDet,Tencent ObjectDetection-OneStageDet.,https://github.com/Tencent/ObjectDetection-OneStageDet,Tencent/ObjectDetection-OneStageDet,./screenshots/ObjectDetection-OneStageDet.png,目标检测,True,https://github.com/Tencent/ObjectDetection-OneStageDet,,2018-12-19 04:01:16,2020-06-03 07:39:32,2020-06-03 07:39:31,487,49.0,53.0,1892,3.0,,,,,,2.0,9,3,,,
62,AutonomousDrivingCookbook,microsoft AutonomousDrivingCookbook.,https://github.com/microsoft/AutonomousDrivingCookbook,microsoft/AutonomousDrivingCookbook,./screenshots/AutonomousDrivingCookbook.jpeg,自动驾驶,True,https://github.com/microsoft/AutonomousDrivingCookbook,MIT,2017-11-30 20:51:02,2019-03-15 04:17:31,2018-08-24 17:12:26,460,29.0,85.0,1829,46.0,,,,,,5.0,13,3,,,
63,awesome-image-classification,weiaicunzai awesome-image-classification.,https://github.com/weiaicunzai/awesome-image-classification,weiaicunzai/awesome-image-classification,./screenshots/awesome-image-classification.png,图像分类,True,https://github.com/weiaicunzai/awesome-image-classification,,2012-05-23 14:07:04,2020-09-17 14:00:53,2020-09-17 14:00:01,467,1.0,,1784,32.0,,,,,,2.0,10,3,,,
64,openmmlab-mmsegmentation,openmmlab-mmsegmentation.,https://github.com/open-mmlab/mmsegmentation,open-mmlab/mmsegmentation,./screenshots/open-mmlab-mmsegmentation.png,图像分割,True,https://github.com/open-mmlab/mmsegmentation,Apache-2.0,2020-06-14 04:32:33,2021-05-17 10:02:02,2021-05-17 02:29:28,431,90.0,267.0,1775,148.0,2021-05-05 23:57:06,0.13.0,,,8.0,32.0,19,2,5.0,5.0,
65,awesome-gan-for-medical-imaging,xinario awesome-gan-for-medical-imaging.,https://github.com/xinario/awesome-gan-for-medical-imaging,xinario/awesome-gan-for-medical-imaging,./screenshots/awesome-gan-for-medical-imaging.png,医疗影像,True,https://github.com/xinario/awesome-gan-for-medical-imaging,,2017-08-23 20:38:25,2021-04-14 17:00:05,2021-04-14 17:00:05,365,,4.0,1655,87.0,,,,,,10.0,12,3,,,
66,pixel2style2pixel,eladrich pixel2style2pixel.,https://github.com/eladrich/pixel2style2pixel,eladrich/pixel2style2pixel,./screenshots/pixel2style2pixel.png,图图转换ImageTranslation,True,https://github.com/eladrich/pixel2style2pixel,MIT,2020-10-01 11:01:03,2021-04-24 04:40:28,2021-04-24 04:40:25,223,6.0,134.0,1603,40.0,,,,,,3.0,14,2,,,
67,facebookresearch-pycls,facebookresearch pycls.,https://github.com/facebookresearch/pycls,facebookresearch/pycls,./screenshots/facebookresearch-pycls.png,图像分类,True,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17,2021-05-05 21:14:09,2021-05-05 17:26:33,172,15.0,44.0,1551,79.0,2020-04-15 19:33:22,0.1,,,1.0,11.0,15,3,3.0,3.0,
